Lon Chaney: A Thousand Faces,143,2001,2.95,Documentary,Drama,Drama
Hilary and Jackie,131,2016,4.14,Drama,Comedy|Crime|Drama,Drama
Symphony of the Soil,105,2012,5.49,Adventure|Documentary,Documentary,Drama
Fat City,111,2007,2.09,Drama,Comedy|Horror,Drama|Thriller
My Flesh My Blood (Moja krew),117,2012,4.65,Drama,Drama|Film-Noir|Thriller,Fantasy
The New Babylon,141,2015,8.48,Drama,Drama,Documentary
Slim Susie (Smala Sussie),127,2005,3.63,Comedy|Crime|Mystery,Drama|Horror|Thriller,Action|Drama
Family Affair ,108,2013,4.95,Documentary,Comedy|Drama|Romance,Drama|War
Tekkonkinkreet (Tekkon kinkurîto),146,2002,8.98,Action|Adventure|Animation|Crime|Fantasy,Comedy|Romance,Drama
Babylon 5: Thirdspace,141,2008,5.42,Drama|Sci-Fi,Horror,Animation|Children
Snitch,139,2001,5.15,Action|Drama|Thriller,Comedy|Drama|Romance,Drama
Night Flier,117,2018,7.51,Horror,Animation|Drama,Children|Drama|Thriller
Pat and Mike,134,2009,8.45,Comedy|Romance,Horror|Mystery|Thriller,Action|Adventure|Drama|Thriller
Superman Unbound,121,2017,5.21,Action|Adventure|Animation,Comedy|Drama,Action|Mystery
Before and After,134,1993,6.65,Drama,Comedy,Comedy|Romance
Timeline,124,1994,3.87,Action|Adventure|Sci-Fi,Drama|Film-Noir|Thriller,Comedy|Drama|Musical
Firstborn,135,1998,3.96,Drama|Thriller,Crime|Drama,Horror|Thriller
Bon Voyage Charlie Brown (and Don't Come Back!),146,1990,2.82,Animation|Children|Comedy,Comedy,Adventure|Children|Fantasy
Test Pilot,119,1997,1.47,Drama|Romance,Drama|Romance|War,Action|Crime|Drama|Mystery|Thriller
Courage Mountain,109,2001,7.43,Adventure|Children|Drama,Children|Comedy|Fantasy|Musical,Documentary
Gypsy,140,2011,2.79,Comedy|Drama|Musical,Animation|Comedy,Comedy|Mystery
Jade Warrior (Jadesoturi),108,2000,4.16,Action|Adventure|Drama,Drama|Film-Noir,Drama|Thriller
But I'm a Cheerleader,110,2001,8.82,Comedy,Western,Comedy|Fantasy|Mystery|Romance
Man of the West,119,1990,7.18,Western,Comedy,Comedy
Mortal Instruments: City of Bones The,137,2006,2.61,Action|Adventure|Drama|IMAX,Horror|Thriller,Drama|Romance
America's Sweethearts,137,1996,2.04,Comedy|Romance,Drama,Drama|Thriller
There Goes My Baby,128,2013,3.44,Comedy|Drama,Action|Adventure|Comedy|Romance|Thriller,Comedy
Rat Race The (Garson Kanin's The Rat Race),122,2011,9.08,Comedy|Drama|Romance,Crime|Drama|Film-Noir,Horror|Thriller
Prodigal Sons,130,2015,1.48,Documentary,Drama|Romance,Documentary
Flight of the Intruder,147,1992,9.2,Action|War,Documentary|Drama,Documentary
Van Gogh,150,2006,4.78,Drama,Comedy,Drama|Romance
Belly 2: Millionaire Boyz Club,136,2015,5.98,Drama,Action|Crime|Drama,Documentary
Year Zero: The Silent Death of Cambodia,137,1991,3.16,Documentary,Drama,Adventure|Animation|Children|Musical
Straits of Love and Hate The (Aien kyo),150,2001,1.24,Drama,Documentary,Horror|Thriller
Against One Another Virtually Friends,148,2013,8.92,Comedy,Drama|Horror|Thriller|War,Action|Adventure|Sci-Fi
Norte El,107,2016,9.18,Adventure|Drama,Comedy,Comedy|Drama
Reckless,113,2017,5.21,Comedy|Drama|Romance,Crime|Drama|Film-Noir,Drama
Lollilove,114,2014,4.44,Comedy,Action|Drama,Horror
Satan's Sword (Daibosatsu tôge),129,2013,5.32,Action|Drama,Drama,Comedy
Poltergeist,142,2007,5.5,Horror|Thriller,Adventure,Musical
Superpower,135,1992,6.87,Documentary,Comedy|Romance,Drama|IMAX
West Side Story,111,2016,3.52,Drama|Musical|Romance,Drama|Romance,Drama
Mandabi (The Money Order),107,1993,3.47,Drama,Documentary,Drama
Last Year at Marienbad (L'Année dernière à Marienbad),143,2020,7.15,Drama|Mystery|Romance,Comedy|Crime|Drama|Romance,Comedy|Drama|Romance
Deuces Wild,143,1990,6.84,Drama,Children,Thriller
All Dogs Go to Heaven,105,2003,8.68,Animation|Children|Comedy|Drama|Fantasy,Adventure|Drama,Action|Drama|Romance
Moog,109,2003,7.92,Documentary|Musical,Comedy,Documentary|Drama
Zero Charisma,138,2012,6.83,Comedy|Drama,Action|Drama|War,Drama
Strictly Ballroom,104,1994,2.72,Comedy|Romance,Crime|Drama,Crime|Drama
Godspeed You! Black Emperor,124,2015,9.05,Documentary,Action|Comedy|Romance,Drama
Creepshow 3,122,2001,7.07,Horror,Drama|Thriller,Adventure|Drama
Chronic Town,147,2007,1.02,Action|Drama|Thriller,Horror,Drama
Bringing Up Baby,121,2015,1.8,Comedy|Romance,Mystery|Thriller,Documentary
Hurry Sundown,118,1999,3.76,Drama,Documentary,Crime|Drama|Thriller
Perfect Sisters,119,2016,8.44,Drama|Mystery,Comedy|Drama,Adventure|Children|Drama
Charlie Victor Romeo,141,2004,7.42,Documentary|Drama|Thriller,Comedy|Drama|Romance,Comedy|Romance
Tank on the Moon,107,1990,3.77,Documentary,Drama,Action|Adventure|Drama|Sci-Fi|Thriller
Block-Heads,147,2001,9.13,Comedy|War,Documentary,Comedy
Beat the Devil,108,2013,3.41,Adventure|Comedy|Crime|Drama|Romance,(no genres listed),Documentary
Woodstock,106,2005,4.08,Documentary|Musical,Drama,Action|Adventure|Animation|Fantasy|Sci-Fi
Song of Ceylon The,110,2015,3.14,Documentary,Drama,(no genres listed)
Under the Skin of the City (Zir-e-poost-e Shahr),119,2018,9.78,Drama,Action|Adventure,Action|Horror|Musical
Targets,144,2006,6.31,Crime|Thriller,Drama,Crime|Mystery
Meet the Deedles,141,1993,2.93,Children|Comedy,Drama,Drama
Portrait of a Lady The,128,2010,9.11,Drama,Drama,Action|Comedy|Crime|Thriller
Abandon Ship! (Seven Waves Away),134,1992,7.28,Adventure|Drama,Drama|Romance,Adventure|Fantasy|Sci-Fi
Marked Woman,118,1996,8.74,Crime|Drama|Film-Noir,Drama|Horror|Mystery|Thriller,Comedy|Crime
Ambushers The,139,1993,3.22,Comedy|Sci-Fi|Thriller,Drama,Horror
Impossible The (Imposible Lo),131,2012,7.71,Drama|Thriller,Comedy|Drama,Comedy|Drama
Warriors of Virtue,148,2017,6.77,Action|Adventure|Children|Fantasy,Comedy|Drama,Drama
Last Days in Vietnam,122,2010,6.96,Documentary|War,Horror,Adventure|Animation|Children
Barbershop,105,2019,3.37,Comedy,Drama,Animation|Children
Adventures of Ichabod and Mr. Toad The,147,2009,4.71,Animation|Children,Comedy|Romance,Comedy|Romance
End The,135,2019,4.78,Comedy,Action|Crime|Drama,Drama
Backbeat,137,1996,9.86,Drama|Musical,Comedy,Drama
Partners in Crime (Associés contre le crime...),139,1999,9.32,Comedy|Crime,Drama,Documentary
How the West Was Won,143,2005,2.68,Adventure|Drama|Western,Drama,Action|Comedy|Drama|Horror
Keeper The,112,2016,4.41,Crime|Drama|Thriller,Drama,Documentary
Snowtown (Snowtown Murders The),138,1996,4.74,Crime|Drama|Thriller,Horror|Sci-Fi,Drama|War
Hospital The,126,1992,7.73,Comedy|Drama,Documentary,Adventure|Animation|Fantasy
Without Bias (a.k.a. Len Bias),134,2014,9.42,Documentary,Action|Drama|Thriller,Drama
Dhoondte Reh Jaoge,143,1996,8.29,Comedy|Drama,Drama,Crime|Drama|Thriller
Beetle Queen Conquers Tokyo,138,1992,5.79,Documentary,Horror|Thriller,Comedy
Crooked Arrows,148,1997,4.92,Drama,Comedy|Romance,Documentary
Uncovered,114,2000,4.09,Mystery|Thriller,Drama|War,Adventure|Drama|Romance|War
Alcan Highway (Alaska Highway),148,1999,3.54,Documentary,Horror|Sci-Fi,Children|Comedy|Romance
Pearls of the Deep (Perlicky na dne),104,1996,7.29,Comedy,Action|Drama,Action|Drama|Thriller
Pahat pojat,111,2011,3.36,Action|Crime|Drama,Comedy|Western,Crime|Drama|Thriller
Centenarian Who Climbed Out the Window and Vanished The (Hundraåringen som klev ut genom fönstret och försvann),114,2005,2.13,Adventure|Comedy|Drama,Documentary,Action|Drama|War|IMAX
Vice Squad,124,2012,8.52,Action|Thriller,Comedy|Documentary,Drama|Romance
Battle of Los Angeles,120,2011,5.25,Action|Sci-Fi,Action|Crime,Thriller
Queen The,143,2005,6.11,Drama,Action|Drama|War,Adventure|Children|Fantasy
Lola Versus,104,2005,5.02,Comedy|Romance,Comedy|Musical|Romance,Children|Comedy|Sci-Fi
Teaching Mrs. Tingle,119,1997,5.04,Comedy|Thriller,Drama|Fantasy|Horror|Mystery|Thriller,Action|Fantasy|Horror
Kaho Naa... Pyaar Hai,150,2016,1.72,Action|Adventure|Comedy|Drama|Mystery|Romance|Thriller,Drama|Thriller,Mystery|Sci-Fi|Thriller
Woman Rebels A (Portrait of a Rebel),106,1992,5.84,Drama|Romance,Drama,Drama
Indestructible Man,108,1999,1.93,Crime|Horror|Sci-Fi,Comedy,Documentary
Starcrash (a.k.a. Star Crash),121,1993,3.09,Action|Adventure|Fantasy|Sci-Fi,Comedy|Crime|Documentary,Drama
Honkytonk Man,143,1997,2.37,Comedy|Drama,Horror|Sci-Fi,Romance
Kiss Me Goodbye,122,1990,2.73,(no genres listed),Adventure|Fantasy|Thriller,Horror|Sci-Fi|Thriller
Red Balloon The (Ballon rouge Le),124,2004,3.23,Children|Fantasy,Comedy|Drama|Romance,Comedy|Drama|Fantasy
Turistas,131,2017,6.1,Adventure|Drama|Horror|Mystery|Thriller,Drama,Romance
Deadline,111,2005,9.93,Drama|Horror|Thriller,Comedy|Drama|Romance,Comedy
Morning Patrol (Proini peripolos),113,2015,8.14,Sci-Fi,Horror|Mystery,Horror|Sci-Fi
Painted Skin,131,2000,4.15,Action|Drama|Thriller,Comedy|Drama|Musical|Romance,Documentary
Sekirei,105,2012,4.23,(no genres listed),Action|Crime|Drama|Thriller,Drama|Romance
Out of the Blue,115,2007,9.5,Drama,Drama,Drama
Paper Moon,114,1992,5.95,Comedy|Crime|Drama,Comedy|Drama,Action|Thriller
Game of Death,138,2000,9.33,Action,Animation|Crime|Drama|Horror|Mystery,Action|Children|Drama
Sergio,134,2013,1.1,Documentary,Comedy|Romance,Animation|Children
Eyes of Tammy Faye The,131,2019,9.04,Documentary,Drama|Film-Noir,Drama
Before and After,121,1994,4.77,Drama,Action|Adventure|Animation|Children|Sci-Fi,Drama
I Spit on Your Grave (Day of the Woman),141,2013,9.51,Horror|Thriller,Drama,Drama
Around the World in 80 Days,132,1990,8.31,Adventure|Children|Comedy,Drama|Romance,Action|Adventure|Animation|Comedy|Fantasy
Kimjongilia,111,1997,3.75,Documentary,Comedy,Children|Comedy|Musical|Romance
Kocken,115,2017,5.47,(no genres listed),Documentary|Drama|War,Drama
Will Penny,106,1996,5.27,Romance|Western,Drama|Thriller,Comedy|Drama|Musical
Soldier's Sweetheart A,124,2002,9.47,Drama|War,Documentary,Documentary
King Is Dead! The,121,2006,3.77,Comedy|Drama|Thriller,Drama,Adventure|Comedy|Drama|Fantasy|Romance
Precision: The Measure of All Things,113,1999,5.57,Documentary,Action|Horror|Mystery,Comedy|Drama
Bullfighter and the Lady,133,2001,4.41,Action|Drama|Romance,Drama|Romance,Action
Ingenious,149,2004,6.7,Comedy|Drama|Romance,Drama,Horror|Sci-Fi|Thriller
Firewalker,114,2001,3.48,Adventure,Romance|Western,Comedy
Passed Away,103,1998,4.08,Comedy,Action|Comedy|Romance,Drama
Going Clear: Scientology and the Prison of Belief,130,2011,5.75,Documentary,Drama|Film-Noir|Thriller,Comedy|Drama|Romance
Life Aquatic with Steve Zissou The,109,2001,4.8,Adventure|Comedy|Fantasy,Comedy,Crime|Drama|Mystery|Thriller
Giants and Toys (Kyojin to gangu),117,2011,2.5,Comedy|Drama,Horror|Sci-Fi|Thriller,Drama
Another Thin Man,135,2002,1.14,Comedy|Crime|Drama|Mystery|Romance,Action|Sci-Fi,Children|Drama
My Best Enemy (Mi mejor enemigo),139,1991,5.73,Drama|War,Horror|Mystery|Thriller,Horror
Old Boy,147,1996,5.51,Mystery|Thriller,Comedy|Drama,Drama|Musical|Romance
Fly II The,126,2010,2.18,Horror|Sci-Fi,Action|Adventure|Animation|Children,Drama
Goddess of 1967 The,116,1993,8.03,Comedy|Drama|Romance,Comedy,Adventure|Drama
Girl Play,135,1998,1.83,Comedy,Comedy|Romance,Sci-Fi|Thriller
The Savior,122,1995,3.42,Drama,Horror|Sci-Fi,Comedy|Romance
House on Haunted Hill,144,2006,7.62,Horror|Thriller,Comedy|Crime|Horror|Mystery|Thriller,Action|Drama
Bad Moon,111,2000,7.25,Action|Adventure|Horror,Drama,Documentary|War
Crush The (La cotta),144,2018,3.7,Romance,Crime|Drama,Comedy|Drama
Mother India,104,2009,6.56,Drama|Musical,Adventure|Comedy,Drama
Superstar Goofy,108,2008,9.12,Animation|Children|Comedy,Action|Adventure|Thriller,Drama
Let's Be Cops,113,2012,4.96,Comedy|Crime,Drama|Mystery,Drama
The Night That Panicked America,107,1992,3.83,(no genres listed),Comedy|Musical,Adventure|Animation|Children
Chelsea Walls,118,1993,5.08,Drama,Drama|Film-Noir,Drama|Thriller
As We Were Dreaming,108,1998,3.93,(no genres listed),Comedy,Action|Crime|Thriller
I Married a Witch,106,2020,3.63,Comedy|Fantasy|Romance,Horror|Mystery|Sci-Fi|Thriller,Drama
Robot Carnival (Roboto kânibauru),133,2004,9.81,Animation|Comedy|Drama|Fantasy|Sci-Fi,Comedy,Action|Sci-Fi
Fighting,135,2016,2.07,Action|Drama,Comedy|Fantasy,Drama
Dinoshark,125,2015,8.89,Horror|Sci-Fi,Documentary,Horror|Thriller
House with Laughing Windows The (Casa dalle finestre che ridono La),105,2004,4.43,Horror|Mystery|Thriller,Drama|Musical,Documentary
Cinderella,132,2001,5.01,Animation|Children|Fantasy|Romance,Drama,Comedy|Romance
A Flintstones Christmas Carol,148,2020,8.77,Animation|Children|Comedy,Action|Sci-Fi,Adventure|Comedy|Romance
Trinity and Beyond,111,2008,3.68,Documentary,Action|Adventure|Sci-Fi|Thriller|War,Drama|Romance
Shallow Grave,140,2009,5.22,Comedy|Drama|Thriller,Comedy,Drama|Mystery|Sci-Fi|Thriller
Trust the Man,104,2003,7.62,Comedy|Drama|Romance,Documentary,(no genres listed)
Codebreaker,110,2015,3.02,Documentary|Drama,Action|Comedy|Horror|Thriller,Action|Drama|Horror|Romance|Sci-Fi
Smooth Talk,142,2014,4.23,Drama|Romance,Comedy|Fantasy|Romance,Drama
Lone Wolf McQuade,138,2002,5.13,Action,Documentary|Musical,Action|Adventure|Fantasy|Sci-Fi
This Must Be the Place,116,1998,3.29,Crime|Drama|Thriller,Drama,Action|Crime|Drama|Thriller
Sunless (Sans Soleil),126,2009,1.24,Documentary,Adventure|Children,Drama
Crave,115,2004,4.36,Drama|Thriller,Documentary,Adventure|Animation|Fantasy
Kiss Before Dying A,124,1992,7.73,Film-Noir|Mystery,Adventure,Comedy|Drama
Decoys 2: Alien Seduction ,136,2018,4.33,Horror|Sci-Fi|Thriller,Drama,Action|Thriller
Slap Shot 2: Breaking the Ice,149,2017,8.26,Comedy,Comedy|Drama,Drama
Sisterhood of the Traveling Pants The,118,1991,8.57,Adventure|Comedy|Drama,Comedy|Romance,Documentary
Good Shepherd The,143,2010,7.89,Drama|Thriller,Comedy,Comedy|Drama|Romance
Maze The,124,1997,1.15,Horror|Sci-Fi,Drama|Romance|Thriller|War,Documentary
History Boys The,113,2019,6.05,Comedy|Drama,Action|Drama|Sci-Fi,Adventure|Comedy
Spirit of the Beehive The (Espíritu de la colmena El),107,2014,2.46,Drama|Horror|Mystery,Comedy|Drama,Comedy|Drama
Ladyhawke,146,2010,1.31,Adventure|Fantasy|Romance,Crime|Documentary,Drama
Monsoon Wedding,104,2015,5.9,Comedy|Romance,Adventure|Children|Drama,Sci-Fi
Asier ETA biok,110,2008,9.07,Documentary,Comedy|Musical|Romance,Children|Comedy
Class The (Entre les murs),106,2005,5.8,Drama,Fantasy|Horror|Sci-Fi|Thriller,Comedy|Romance
Outfoxed: Rupert Murdoch's War on Journalism,129,2014,4.73,Documentary,Drama,Documentary
King Lear,142,1995,5.8,Comedy|Drama|Sci-Fi,Documentary,Drama
Fond Kiss A (Ae Fond Kiss...),131,2018,3.54,Drama|Romance,Action|Drama|Sci-Fi,Documentary
Tarantula,138,1998,7.63,Horror|Sci-Fi,Comedy|Crime|Horror,Comedy|Romance
Jasminum,135,1999,2.58,Comedy|Drama,Animation|Children,Comedy|Drama
Lucy,124,2010,7.45,Action|Sci-Fi,Drama,Action|Adventure|Comedy|Crime
Flannel Pajamas,126,1998,5.86,Romance,Adventure|Drama|Horror|Thriller,Comedy|Drama
Radio Days,143,1998,5.86,Comedy|Drama,Animation|Children,Drama
Enemies of Reason The,121,2012,2.03,Documentary,Drama,Adventure|Comedy|Drama
Doc,105,1999,1.03,Western,Action|Thriller,Drama
Sex Lies and Videotape,144,2009,5.67,Drama,Drama,Comedy
Frenchmen 2,132,2006,7.99,Comedy|Romance,Comedy|Drama,Comedy
Hostile Witness,137,2004,8.36,Drama,Horror,Comedy|Romance
Applause (Applaus),148,2015,3.41,Drama,Drama|Mystery|Thriller,Comedy|Drama|Romance
Count Yorga Vampire,109,2006,1.24,Drama|Horror|Romance,Drama,Action|Adventure|Fantasy|Sci-Fi
Good Vibrations,128,2003,6.05,Drama|Musical,Comedy,Comedy|Musical|Romance
The Way He Looks,108,1995,7.21,Drama|Romance,Comedy|Crime|Thriller,Comedy
Police Academy 3: Back in Training,124,2015,7.72,Comedy|Crime,Action|Drama|Horror|Sci-Fi|Thriller,Drama|War
Mrs. Miniver,150,2017,2.73,Drama|War,Comedy|Drama,Western
Freddy vs. Jason,145,2004,9.61,Action|Horror|Thriller,Animation|Sci-Fi,Drama
Boys Are Back The,129,1995,5.09,Comedy|Drama,Comedy,Action|Crime|Drama|Western
Birds the Bees and the Italians The (Signore & signori),112,1991,8.45,Comedy,Comedy,Crime|Drama
Sharktopus,140,2015,7.63,Action|Horror|Sci-Fi,Adventure|Drama|Thriller,Comedy|Drama
Macbeth,106,2000,6.73,Drama,Comedy|Drama|Romance,Comedy|Drama
Pitfall (Otoshiana),149,2016,4.14,Crime|Drama|Fantasy,Drama|Romance|Thriller,Comedy|Documentary
Castle of Sand The (Suna no utsuwa),133,1992,7.36,Crime|Mystery|Thriller,Action|Drama|Thriller,Drama|Musical|Romance
Agora,122,1996,4.84,Adventure|Drama|Romance,Comedy|Drama,Drama
Amazing Adventure The (a.k.a. The Amazing Quest of Ernest Bliss),128,2009,9.87,Comedy|Drama|Romance,Animation|Children|Fantasy,Documentary
Svidd Neger,145,2009,4.16,Comedy|Crime|Drama|Horror|Mystery|Romance|Thriller,Comedy,Horror
Construction The (En construcción),134,2010,9.27,Documentary,Children|Comedy,Action|Adventure|Drama|War
What! No Beer?,107,2003,6.31,Comedy,Action|Adventure|IMAX,Comedy
Paradise,109,2001,1.49,Romance,Horror,Drama|Thriller
Bitch Slap,113,1998,7.77,Action|Comedy|Crime|Thriller,Comedy|Drama,Drama
Eiger Sanction The,134,2012,4.84,Action|Adventure|Drama|Thriller,Drama|Romance,Crime|Drama|Thriller
Dragon Day,131,2007,1.74,Drama|Sci-Fi|Thriller,Drama,Comedy
Woman That Dreamed About a Man The (Kvinden der drømte om en mand),150,1998,6.07,Drama,Documentary|Musical,Horror
Elena,114,2020,1.59,Drama,Animation|Children|Comedy,Action|Adventure
Death Sentence,115,1998,8.58,Drama|Thriller,Comedy|Crime,Drama
Road to Ruin The,107,1995,8.38,Drama,Comedy|Musical,Drama|Sci-Fi
